utterance_id,emotion,speaker,session,transcript,F_epistemic_pull,F_privacy_pressure,F_computational_drag,F_action_efficiency,emotion_uncertainty,emotion_confidence,identity_confidence
Ses01F_impro07_M006,exc,Ses01F,Ses01,A rapper party ho. Yeah. Okay.,0.9676058382297349,0.5311456614940957,0.32071204973895295,0.989808878982488,0.023197302742727414,0.9933425773435566,0.7680154705215392
Ses01F_impro07_M007,exc,Ses01F,Ses01,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",0.9585404264705042,0.9893387735764507,0.4248972534362871,0.9861545781880443,0.029688683998792927,0.9909554228430154,0.9947249295449274
Ses01F_impro07_M008,exc,Ses01F,Ses01,Yeah.  Big time.,0.9579613933505153,0.9906899749587248,0.19653734191176664,0.9857736255257267,0.030103306615124666,0.9907065673400072,0.9953934907396054
Ses01F_impro07_M009,exc,Ses01F,Ses01,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,0.938797903183592,0.944816282875948,0.3459446381056499,0.9763522990448615,0.04382552069367365,0.9845521309170234,0.9726956377137779
Ses01F_impro07_M012,neu,Ses01F,Ses01,Is this a Masters or a P.h.D.?  Or can you...? Nice,0.8463808798944354,0.9975410446546832,0.33420476562530044,0.9206000030483449,0.11000167999606152,0.9481322104479865,0.9987833328466668
Ses01F_impro07_M013,neu,Ses01F,Ses01,"That's good.  Don't you have to like teach a class, too, when you do that?",0.7994502814825227,0.9970770214059685,0.3080429393003041,0.9026659356409376,0.1436068172979412,0.9364168667659087,0.9985537386932054
Ses01F_impro07_M014,exc,Ses01F,Ses01,"Teacher. Mrs. Nash, I have a question.",0.6923015095031702,0.9998155218952096,0.30940955626184213,0.8273526978982026,0.22033179664915156,0.887218854740943,0.9999087218827815
Ses01F_impro07_M015,exc,Ses01F,Ses01,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,0.9544180542681835,0.6852227419050948,0.2972207337225858,0.9854045508087321,0.03264055098017089,0.9904654710479206,0.8442512990985569
Ses01F_impro07_M017,exc,Ses01F,Ses01,Yay...School's fun.,0.9135431275675641,0.6905540126815514,0.37341791862393914,0.9635983191894982,0.06190946231861906,0.9762206546308261,0.8468891596027114
Ses01F_impro07_M018,neu,Ses01F,Ses01,"Of course, right.  That's where the real money is, being a student.",0.931787309279993,0.9012992917343645,0.28965289009807704,0.9721569433577755,0.048845528506707724,0.9818115348979366,0.9511638572049065
Ses01F_impro07_M019,hap,Ses01F,Ses01,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,0.8483955070624887,0.9408021540914862,0.21216862765938604,0.9320741410429504,0.10855908550791311,0.9556276361653487,0.9707094861519622
Ses01F_script01_1_F000,fru,Ses01F,Ses01,What's he going to say?,0.805084462706952,0.9408306853307085,0.23238385788268304,0.8929437266414388,0.1395724039293157,0.9300658802779761,0.9707236031293649
Ses01F_script01_1_F002,sur,Ses01F,Ses01,How could he see it?  I was the first one up; he was still in bed.,0.9704732419747396,0.9821983846133846,0.22589475642188353,0.9904555316428745,0.0211440688226088,0.9937650000983761,0.9911919351014353
Ses01F_script01_1_F005,neu,Ses01F,Ses01,"He's dreaming of him again, walking around.",0.9127903359986325,0.9983440213725864,0.31969726389726943,0.96877012087165,0.06244850645804386,0.9795991093218646,0.9991806378530578
Ses01F_script01_1_F009,fru,Ses01F,Ses01,What do you want to do?  Argue with him?,0.6854205825644883,0.8322880883094674,0.2929785765580229,0.7626468886136926,0.22525895509936017,0.8449500945777065,0.9170177904429965
Ses01F_script01_1_F010,fru,Ses01F,Ses01,You can't say that to him.,0.5542451477831838,0.9386025759937291,0.14561494973035194,0.7089957694679206,0.31918847327359595,0.8099027578279175,0.9696211564772625
Ses01F_script01_1_F011,fru,Ses01F,Ses01,Where's the proof?  Do you have any proof?,0.8065426378882027,0.9999271992675367,0.33550409135352927,0.9194495857780017,0.13852826260501316,0.947380705873274,0.999963978751551
Ses01F_script01_1_F012,fru,Ses01F,Ses01,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",0.7352085474504868,0.9203849817355942,0.15513787347845454,0.8315611518145323,0.18960777116835703,0.8899680071155807,0.9606072694718486
Ses01F_script01_1_F014,fru,Ses01F,Ses01,Why?,0.17746271805225916,0.6129162474371154,0.3658925721543214,0.3254784476944482,0.5889874043017062,0.5593719033074043,0.8084747546406672
Ses01F_script01_1_F015,neu,Ses01F,Ses01,"Well I got an idea, but what's your story?",0.35935705982518357,0.9992677669293617,0.21309198025508044,0.45587491146013337,0.4587400915343802,0.644552769044066,0.999637698096718
Ses01F_script01_1_F021,fru,Ses01F,Ses01,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",0.6727365891810738,0.9996249835012647,0.2664370831820243,0.7417252757256189,0.23434145891583788,0.8312831511120019,0.999814445353791
Ses01F_script01_1_F022,fru,Ses01F,Ses01,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",0.441650233455475,0.5896996915185099,0.24378900933169115,0.2745950829342666,0.39981321882373116,0.526132588860541,0.7969874304232153
Ses01F_script01_1_F023,fru,Ses01F,Ses01,"You're a considerate fellow, there's nothing wrong in that.",0.9267597995450783,0.7096697175217089,0.40398425990597914,0.9723595900591067,0.05244552852046124,0.9819439128854954,0.856347422917643
Ses01F_script01_1_F024,fru,Ses01F,Ses01,I just don't see why.  Have you asked Annie yet?,0.9635727629072773,0.9742776635801998,0.1699651860040944,0.9884557932243278,0.02608522777556932,0.9924586805493678,0.9872728400012328
Ses01F_script01_1_F025,fru,Ses01F,Ses01,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,0.9811548792817146,0.5303708261097511,0.7821872955924369,0.9939268942478076,0.013495372653018525,0.996032651102359,0.7676320895710517
Ses01F_script01_1_F026,fru,Ses01F,Ses01,The trouble is you don't see enough women.  You never did.,0.9459371233000146,0.8531126403299961,0.17345657825583144,0.9816416714942818,0.038713408759046684,0.9880073881489594,0.9273215745865911
Ses01F_script01_1_F027,fru,Ses01F,Ses01,Why does it have to be Annie?,0.32107723570140406,0.5192783228001292,0.23057123250191322,0.3512190247966866,0.48615075300263216,0.5761868120772459,0.7621436277015343
Ses01F_script01_1_F028,fru,Ses01F,Ses01,Oh that's a great reason.  It's no reason at all.,0.8407265092434086,0.680153966835989,0.24014707071508737,0.9311499687255607,0.11405055021109037,0.9550239250231005,0.8417433188964851
Ses01F_script01_1_F029,fru,Ses01F,Ses01,"You haven't seen her since you went away to war, it's been five years.",0.5135168675061436,0.9124271856253818,0.36744100940713204,0.4281926864989282,0.34835237693334464,0.6264694881051774,0.9566698299870743
Ses01F_script01_1_F030,fru,Ses01F,Ses01,I don't want a diagram.,0.8696294204251542,0.7384624826356027,0.28966011271718073,0.9457958140857988,0.0933543236221695,0.9645912533938462,0.8705938007671317
Ses01F_script01_1_F031,fru,Ses01F,Ses01,He thinks he's coming back Chris.,0.4946715072830697,0.9865786007778837,0.301631345049253,0.5696306205492879,0.3618467907961567,0.718863141448904,0.9933592231092058
Ses01F_script01_1_F032,fru,Ses01F,Ses01,"You marry that girl, you are pronouncing him dead...",0.9851301688833531,0.8099175312782668,0.22606833195814796,0.995762279891631,0.01064882567943706,0.9972316079880491,0.9059490581795491
Ses01F_script01_1_F033,fru,Ses01F,Ses01,...and then what's that going to do to your father?  Do you know?  I don't.,0.9982941869705901,0.852068247610734,0.21235802146038302,0.9996135555648527,0.0012225952405398653,0.9997474353852174,0.9268048193099441
Ses01F_script01_1_F034,neu,Ses01F,Ses01,Just give it some more thought.,0.1461572520457457,0.9964143155235515,0.11309002332868295,0.07524485678939036,0.6114040049641254,0.39590800793683284,0.9982258383207804
Ses01F_script01_1_F035,ang,Ses01F,Ses01,What the hell is this?,0.8260425095036708,0.9454312553140446,0.27680820506870335,0.9191120904372724,0.12456517913321803,0.9471602386575596,0.9729999200460058
Ses01F_script01_1_F037,ang,Ses01F,Ses01,You have a business here.  What the hell is this?,0.9334247917721401,0.6179393130510235,0.41473154562907294,0.9730274185262736,0.047672992339684125,0.9823801686347241,0.8109601182525135
Ses01F_script01_1_F038,ang,Ses01F,Ses01,Oh.  Must you be inspired?,0.9999929465938504,0.9639473721274769,0.3382569118591889,0.9999990501711564,6.18095403332697e-06,0.9999992578913919,0.9821615130846034
Ses01F_script01_1_F039,fru,Ses01F,Ses01,You mean to tell me that you would leave the business over this?,0.6207716730015717,0.7084297140101651,0.19480538669740818,0.8251446626772025,0.2715514711932346,0.8857764663028653,0.8557338813390462
Ses01F_script01_1_F040,fru,Ses01F,Ses01,Well you don't want to think like that.,0.7528241433484986,0.993885325498998,0.09381954434024428,0.8865989027895472,0.17699394268887936,0.9259211544699056,0.9969745188547666
Ses01F_script01_1_F041,ang,Ses01F,Ses01,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",0.9685241218003187,0.7582974783218569,0.3648867543086572,0.9889931160118615,0.022539756354746743,0.992809684088117,0.8804079621396703
Ses01F_script01_1_F042,ang,Ses01F,Ses01,Just don't think like that.,0.9147539499886198,0.9982300254099029,0.17281342183928827,0.9610953931869453,0.06104244048031569,0.9745856302013648,0.999124233768515
Ses01F_script01_1_F043,fru,Ses01F,Ses01,"I don't understand you, do I?",0.8794255753474228,0.8680743968129129,0.1293104758705764,0.9531909085810151,0.0863396862143124,0.9694220634719392,0.9347245049861037
Ses01F_script01_1_F044,fru,Ses01F,Ses01,I can see that.,0.9415117473627037,0.9334637192395655,0.2405292385893787,0.9802296482113877,0.041882244678855075,0.9870849906988769,0.9670785005446135
Ses01F_script01_1_M000,neu,Ses01F,Ses01,He saw it.,0.9334847467146826,0.9754925818874637,0.4063629802978405,0.976109433353244,0.04763006098691546,0.9843934800665917,0.9878739696667261
Ses01F_script01_1_M001,neu,Ses01F,Ses01,He was out here when it broke.,0.9801002810006364,0.32469398402728433,0.31557473685584697,0.9938399512021344,0.014250528590364527,0.9959758559739762,0.6658652048829775
Ses01F_script01_1_M002,neu,Ses01F,Ses01,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,0.8049996088029006,0.933062462930158,0.2284224706366281,0.9225913458256116,0.13963316443936108,0.9494330455845192,0.9668799628572571
Ses01F_script01_1_M003,neu,Ses01F,Ses01,I don't know.,0.9880743669452154,0.8073981702764006,0.3513272157693154,0.99643454501097,0.008540602399511937,0.9976707619590706,0.9047025030595431
Ses01F_script01_1_M004,neu,Ses01F,Ses01,I guess he is.,0.892982572708147,0.9194096278155662,0.3727605581116414,0.9581580889789235,0.07663205892795938,0.9726668502885841,0.9601246739160992
Ses01F_script01_1_M005,fru,Ses01F,Ses01,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",0.8565718166756444,0.9979862633386515,0.19541417372075168,0.9390083712091767,0.1027043549809095,0.9601573888267233,0.9990036226858807
Ses01F_script01_1_M007,neu,Ses01F,Ses01,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,0.764191859221841,0.9951415321480732,0.25699076873381566,0.8472070396867686,0.16885397291096446,0.900188608470006,0.9975960775869334
Ses01F_script01_1_M008,fru,Ses01F,Ses01,I don't want to argue but it's time he realized that nobody believes Larry is alive.,0.9392654178807345,0.9862253006345095,0.2599419530056599,0.9765620624305196,0.0434907519901037,0.9846891578445505,0.993184413662566
Ses01F_script01_1_M009,fru,Ses01F,Ses01,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",0.8564975048675748,0.8526220905840263,0.3088592937134479,0.9269853799570712,0.10275756671478528,0.9523034273463035,0.9270788553823948
Ses01F_script01_1_M010,neu,Ses01F,Ses01,We've got to say it to him.,0.6384038806720864,0.41871986685129026,0.19401094821943896,0.783525118164442,0.2589257476833358,0.8585886980859836,0.7123882897289048
Ses01F_script01_1_M011,fru,Ses01F,Ses01,"For God's sake, three years?  Nobody comes back after three years; that's insane.",0.9956238745460088,0.7365434619202428,0.2732585751032301,0.9989026826828173,0.003134699895148273,0.9992830610780329,0.869644288134223
Ses01F_script01_1_M012,neu,Ses01F,Ses01,"Sit down, Mom.  I want to talk to you.",0.5515820005953203,0.7461081845056393,0.24414865741839842,0.7047317887426328,0.3210954471868148,0.807117332831139,0.8743768190821223
Ses01F_script01_1_M013,fru,Ses01F,Ses01,"All right, all right, all right.  You know why I asked Annie here, right?",0.9315078776847829,0.4840595400115825,0.1253870534131778,0.9757138895956962,0.04904561837219593,0.9841350930004731,0.7447177193172578
Ses01F_script01_1_M014,neu,Ses01F,Ses01,You know.,0.8317950267098828,0.9928498353800711,0.24703169632256464,0.9051522869507459,0.12044603006868977,0.938041063856679,0.9964621684974706
Ses01F_script01_1_M015,neu,Ses01F,Ses01,I'm going to ask her to marry me.,0.9191478289147529,0.8210610253418064,0.2547710676129589,0.9705700856572285,0.0578961583190582,0.9807749277014688,0.9114627497741126
Ses01F_script01_1_M016,neu,Ses01F,Ses01,You know it's not just my business.,0.8851673706812782,0.9896721605184287,0.1370991829703482,0.9511825968919888,0.08222821465667468,0.968110143475031,0.9948898861347761
Ses01F_script01_1_M017,neu,Ses01F,Ses01,"So all right then, I'll just go ahead with it?",0.5856315795764624,0.4563775927369866,0.11142266600336305,0.7350642099441389,0.29671389622747246,0.8269318417773034,0.7310209632424751
Ses01F_script01_1_M018,fru,Ses01F,Ses01,Then it's not just my business.,0.9692154510849275,0.5872489690252088,0.1532766784528313,0.9895681436629155,0.0220447229156634,0.9931853181484649,0.7957748369642091
Ses01F_script01_1_M019,ang,Ses01F,Ses01,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",0.9874925944691624,0.9806484571041775,0.26593555110580025,0.9962199804071757,0.008957186559906008,0.9975305986587799,0.9904250461677696
Ses01F_script01_1_M020,fru,Ses01F,Ses01,She's not Larry's girl.,0.7880122779868927,0.7703840872254356,0.35134171624527283,0.8743703911616575,0.15179711725014594,0.9179329377878471,0.8863882977093266
Ses01F_script01_1_M021,fru,Ses01F,Ses01,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",0.8104220499794206,0.6956335356244631,0.26851539293878646,0.9070679903044171,0.13575036970810828,0.93929248790184,0.8494024577473536
Ses01F_script01_1_M022,fru,Ses01F,Ses01,To hell with that.,0.7542876673096337,0.7715175347384422,0.17766520543061054,0.8614540247000931,0.17594597131577086,0.9094953832285066,0.8869491164246872
Ses01F_script01_1_M023,neu,Ses01F,Ses01,I wanted to get this settled first.,0.8277539077209416,0.0608871823971372,0.12988550015761277,0.9285674955720198,0.12333971485158256,0.953336936798055,0.5353361862068713
Ses01F_script01_1_M024,neu,Ses01F,Ses01,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",0.5523692744719497,0.9993430891006244,0.2376377933617743,0.7331062615095258,0.3205317116365857,0.8256528213352476,0.9996749667684836
Ses01F_script01_1_M025,neu,Ses01F,Ses01,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,0.8461526907085112,0.9212268001041397,0.13175349796885644,0.9199416744102397,0.11016507720775873,0.947702160416616,0.9610237929461137
Ses01F_script01_1_M026,fru,Ses01F,Ses01,So what.  I'm not fast with women.,0.9943844276264296,0.9849993200777383,0.1812375902055852,0.9987108756654541,0.004022218599795239,0.999157764062136,0.9925778105044879
Ses01F_script01_1_M027,fru,Ses01F,Ses01,Because it is.,0.9852126898022434,0.9130938690375279,0.14862237376205803,0.9960135563348048,0.010589735727392384,0.9973957531216721,0.9569996984022073
Ses01F_script01_1_M028,fru,Ses01F,Ses01,I don't know.,0.7988550964870873,0.7050538331195731,0.15650223851633793,0.9086434809432612,0.14403300563068042,0.9403216696196655,0.8540635285767464
Ses01F_script01_1_M029,fru,Ses01F,Ses01,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",0.9032007517509378,0.7438045453516113,0.18556977999854665,0.9614146208957709,0.06931522681143112,0.9747941641739866,0.8732370010171556
Ses01F_script01_1_M030,fru,Ses01F,Ses01,"Mom, what do you want?  A diagram?",0.9832498819398908,0.9369072712964063,0.28909096695446157,0.995326694343362,0.01199522446914312,0.9969470638138251,0.9687823363364203
Ses01F_script01_1_M031,fru,Ses01F,Ses01,"All right, then, Mom. [BREATHING]",0.8001464570076398,0.6514480576869108,0.20192016379421654,0.9175952629911786,0.14310831365853682,0.9461693783895728,0.8275399165267168
Ses01F_script01_1_M032,fru,Ses01F,Ses01,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",0.9005335511014912,0.17564636764289535,0.2685834973124983,0.9599583780533347,0.07122510324747425,0.9738428805083158,0.592117905789671
Ses01F_script01_1_M033,fru,Ses01F,Ses01,"But if I can't do that here, I may have to go somewhere else.",0.7541909241186766,0.9546722200713775,0.15451599553182319,0.8721995213835939,0.1760152452718921,0.9165148274974539,0.9775722587952024
Ses01F_script01_1_M034,neu,Ses01F,Ses01,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",0.9807433591411769,0.33470263357123736,0.18797444871170732,0.9944564185069869,0.013790045878871655,0.996378560289793,0.670817386537023
Ses01F_script01_1_M035,fru,Ses01F,Ses01,"I've been a good son for too long, a good sucker.",0.6971793491335563,0.9977015740860583,0.17296530280748068,0.8432483845529114,0.21683896945191586,0.8976026359542116,0.998862761235232
Ses01F_script01_1_M036,fru,Ses01F,Ses01,The business?  The business doesn't inspire me.,0.715056756770295,0.8284865916364845,0.2296805728194487,0.7923897820993199,0.20403766798626527,0.8643794973655893,0.915136847164966
Ses01F_script01_1_M037,fru,Ses01F,Ses01,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",0.7609100783806018,0.5316229241968614,0.30858506270779623,0.8894038371119143,0.1712039258094242,0.9277534643885477,0.7682516154270449
Ses01F_script01_1_M038,fru,Ses01F,Ses01,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",0.8750231092020866,0.9991187071851608,0.179008848231678,0.942581239868552,0.08949211734213174,0.9624913481748529,0.9995639447969
Ses01F_script01_1_M039,neu,Ses01F,Ses01,"On this, I would.",0.7705835055142486,0.895227669323166,0.18546061931066257,0.8842075826958279,0.16427716889589178,0.9243590360661236,0.9481596779714359
Ses01F_script01_1_M040,neu,Ses01F,Ses01,Then help me stay here.,0.4623209267775857,0.700625764375589,0.1993494030420296,0.39205309087326373,0.3850117564362783,0.6028614702658388,0.8518725635818676
Ses01F_script01_1_M041,fru,Ses01F,Ses01,I know that.  Then just help me stay here.,0.6084589693723736,0.9756158075143714,0.1720137586056855,0.7404537439596666,0.2803681091654349,0.8304525290728176,0.9879349404986252
Ses01F_script01_1_M042,fru,Ses01F,Ses01,Well I am thinking like that.,0.5317210615348759,0.9972779486670875,0.19921721347265203,0.7597633256213486,0.33531707671330047,0.8430664208568039,0.998653155531805
Ses01F_script01_1_M043,fru,Ses01F,Ses01,No.  You don't.  I'm a pretty tough guy.,0.8310117372408621,0.9795510267994761,0.24901115603652,0.9039443329860375,0.12100691254290247,0.9372519737118051,0.9898820484139099
Ses01F_script01_2_F003,ang,Ses01F,Ses01,He's not going to marry her.,0.8785911600148011,0.5660884331814022,0.33631038340930414,0.9529992049605484,0.08693717788858067,0.9692968339995698,0.7853048113193624
Ses01F_script01_2_F004,ang,Ses01F,Ses01,It's got that about it.,0.6131855598023199,0.9995690360471652,0.19625955364336395,0.7938680864693057,0.27698358551257257,0.8653451926185216,0.9997867631020981
Ses01F_script01_2_F005,ang,Ses01F,Ses01,"What is going on here, Joe?",0.9864935298549242,0.998015572758615,0.2949976191347982,0.9959093620579778,0.009672577044387844,0.9973276887091211,0.9990181246994837
Ses01F_script01_2_F006,ang,Ses01F,Ses01,She is not his girl.  She knows she's not.,0.9982176193448254,0.744672185487964,0.5173010258920482,0.9996292196338435,0.001277422275859569,0.9997576678633006,0.8736663008489352
Ses01F_script01_2_F007,ang,Ses01F,Ses01,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",0.9072449039778014,0.5689308120635966,0.48011071970024666,0.963093886205543,0.06641937004735125,0.9758911361988183,0.7867111925191871
Ses01F_script01_2_F008,ang,Ses01F,Ses01,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",0.8211008798888811,0.7978055847499904,0.4798982151410907,0.9001883788416155,0.12810368380435996,0.9347984146470136,0.8999561858016417
Ses01F_script01_2_F009,ang,Ses01F,Ses01,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",0.5814371811727171,0.6173506552472942,0.23017460868085102,0.6473274027085996,0.2997173383105988,0.7696181924537812,0.810668856143341
Ses01F_script01_2_F010,ang,Ses01F,Ses01,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",0.9876695442576928,0.45226169107248865,0.31677812523118815,0.9968115618379078,0.008830479845303479,0.9979170463964581,0.7289844554575565
Ses01F_script01_2_F011,ang,Ses01F,Ses01,I won't stand for any nonsense.,0.9269832707056991,0.7904923140990348,0.18299153209059865,0.9683925768444562,0.05228550969927006,0.9793524804934336,0.8963376511941817
Ses01F_script01_2_F012,ang,Ses01F,Ses01,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",0.9764993441194749,0.9654546695972072,0.4326254006749069,0.991979620037927,0.01682901645119953,0.9947606035465114,0.9829073090927469
Ses01F_script01_2_F013,ang,Ses01F,Ses01,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",0.9949666066276132,0.3577248544841822,0.8744947807406052,0.9986823853300144,0.003605343342903658,0.9991391528868955,0.6822085556992354
Ses01F_script01_2_F014,fru,Ses01F,Ses01,I can't help it.,0.6295546725616549,0.9828932760894677,0.18480159188674314,0.81264322838556,0.26526231409473855,0.8776099641972129,0.9915357605900089
Ses01F_script01_2_M001,neu,Ses01F,Ses01,Well maybe...maybe he just wanted to see her.,0.8483836399449602,0.6499254777306015,0.19725197467717565,0.9393927651541923,0.10856758307937862,0.9604084923311803,0.8267865588940672
Ses01F_script01_2_M003,fru,Ses01F,Ses01,[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,0.3444165874989481,0.8245122168050535,0.18110347574996613,0.5843225729202701,0.4694383702878562,0.7284605890037003,0.9131703654693006
Ses01F_script01_2_M004,neu,Ses01F,Ses01,How do you know he's even thinking about it?,0.6627158804683642,0.8245008446800616,0.2659633066319256,0.7930011777932926,0.2415168903730953,0.864778888675877,0.9131647386533646
Ses01F_script01_2_M006,fru,Ses01F,Ses01,Now listen.,0.851344978441981,0.9515830608725743,0.14994736065928876,0.9211997850351181,0.10644708621470483,0.9485240151596419,0.976043773114536
Ses01F_script01_2_M007,fru,Ses01F,Ses01,You can't read her mind.,0.4832831937484524,0.9731368965002716,0.24065900176048846,0.2599017156126705,0.370001509741111,0.5165342169960296,0.9867083996359317
Ses01F_script01_2_M008,neu,Ses01F,Ses01,How do you know why she waited?,0.9509299410739663,0.794018718328639,0.3781159501599025,0.9843779604049591,0.035138250280472516,0.9897948557810261,0.8980824814286609
Ses01F_script01_2_M009,fru,Ses01F,Ses01,"Hey look, it's a nice day, huh?  Why are we arguing?",0.9703143201850822,0.4408855728256445,0.15826725618028978,0.989460093155687,0.02125786640334321,0.9931147346718643,0.7233556636981017
Ses01F_script01_2_M010,fru,Ses01F,Ses01,What do you want me to do? What do you want?,0.9704644074346286,0.8074529304420084,0.19328845741509876,0.9912132008595711,0.021150394885848484,0.9942599438871601,0.9047295978525324
Ses01F_script01_2_M011,fru,Ses01F,Ses01,Kate.,0.9596433719450748,0.9999405711860683,0.45405678707834574,0.9873091440407902,0.028898908556679044,0.9917096374593228,0.9999705950457214
Ses01F_script01_2_M012,fru,Ses01F,Ses01,[BREATHING],0.8543899081564367,0.9041551790001954,0.27340384167383414,0.9330395795773957,0.10426673299971397,0.9562583042663438,0.9525769222204974
Ses01F_script01_2_M013,fru,Ses01F,Ses01,Calm yourself.,0.32820188262580413,0.6985244809062452,0.38351600954076875,0.29107553691533017,0.48104907635192257,0.5368983665304232,0.8508328691254741
Ses01F_script01_2_M014,fru,Ses01F,Ses01,Okay. Calm yourself.,0.8840424782896136,0.5527486814053855,0.536829736336384,0.9446757247322463,0.08303370541432353,0.9638595603855952,0.7787044329441775
Ses01F_script01_2_M015,fru,Ses01F,Ses01,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",0.6943806277749895,0.9738086946782765,0.4252188460902682,0.7811381475746044,0.218843022643372,0.8570294209747907,0.9870407987870586
Ses01F_script01_2_M017,ang,Ses01F,Ses01,"What have I got to hide?  What the hell is the matter with you, Kate?",0.9887455370740569,0.73649280419954,0.19614325403345723,0.9966484948265785,0.008060004131092868,0.997810523651922,0.869619223190746
Ses01F_script01_3_F000,neu,Ses01F,Ses01,You're the only one who still loves his parents.,0.6551706342772682,0.9769682772953391,0.22394617310614284,0.8356544043561724,0.24691974145125042,0.8926419047436808,0.9886041292845394
Ses01F_script01_3_F001,neu,Ses01F,Ses01,It's not so bad; it's a good thing.,0.9680967359034215,0.8167511601856918,0.23044793473977473,0.9898960692974365,0.022845790418494508,0.9933995339994096,0.9093302707554606
Ses01F_script01_3_F002,neu,Ses01F,Ses01,"[BREATHING] You know, it's lovely here.  The air is sweet.",0.7493447041326639,0.9907145818979264,0.20829248146470375,0.8670801227139571,0.17948543089781716,0.9131706048234833,0.9954056660118378
Ses01F_script01_3_F003,neu,Ses01F,Ses01,"I'm not sorry, no. But I'm...I can't stay.",0.6118237017048564,0.9422319500970169,0.24321217397307632,0.6463621370811928,0.2779587579991719,0.7689876373034812,0.9714169351955642
Ses01F_script01_3_F004,neu,Ses01F,Ses01,"For one thing, your mother much as told me to go.",0.6779581333376645,0.6962126468375649,0.13789954048780784,0.8225595402884079,0.23060251856033806,0.8840877474775722,0.849688996297093
Ses01F_script01_3_F005,neu,Ses01F,Ses01,"And then, you.  You've been kind of...",0.9001973765978825,0.9999904343147386,0.1845232575226134,0.9573273868788688,0.07146582445567212,0.9721241981183605,0.9999952668328521
Ses01F_script01_3_F006,neu,Ses01F,Ses01,Sort of embarrassed ever since I got here.,0.7273044286501066,0.9999987055415914,0.18484853926669945,0.8807840815726725,0.1952675966665489,0.9221226503459953,0.999999359354795
Ses01F_script01_3_F007,neu,Ses01F,Ses01,I knew they would.,0.3140971365004296,0.10331292048369793,0.26680726543274225,0.48920388400468845,0.49114892477045563,0.6663247608103468,0.5563280254044526
Ses01F_script01_3_F008,neu,Ses01F,Ses01,"Well sure, from your mother's point of view.  Why else would I come?",0.7846055496399424,0.9999841216026225,0.11632822894516773,0.8887713783074275,0.15423654009416424,0.9273403137021474,0.9999921433647967
Ses01F_script01_3_F009,neu,Ses01F,Ses01,"I, umm. I guess, I guess that's kind of why I came.",0.7953025247273405,0.9931444622372885,0.14444965928324163,0.9111549237065006,0.1465768611492746,0.9419622575822748,0.9966079469774437
Ses01F_script01_3_F010,hap,Ses01F,Ses01,[BREATHING],0.5401138886302644,0.9660342517775792,0.38888500495883666,0.7332714090659028,0.3293073066179787,0.8257607031858765,0.9831940806724736
