utterance_id,emotion,start_sec,end_sec,source_emotion_file,duration_sec,session,speaker,gender_proxy,transcript,source_transcription_file,n_words,wav_path
Ses01F_script01_1_F027,fru,274.1997,277.21,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.0102999999999724,Ses01,Ses01F,F,Why does it have to be Annie?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F027.wav
Ses01F_script01_1_F028,fru,278.15,282.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.439999999999998,Ses01,Ses01F,F,Oh that's a great reason.  It's no reason at all.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav
Ses01F_script01_1_F029,fru,282.73,286.92,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.189999999999998,Ses01,Ses01F,F,"You haven't seen her since you went away to war, it's been five years.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav
Ses01F_script01_1_F030,fru,299.31,302.195,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.884999999999991,Ses01,Ses01F,F,I don't want a diagram.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F030.wav
Ses01F_script01_1_F031,fru,304.23,308.98,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.75,Ses01,Ses01F,F,He thinks he's coming back Chris.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F031.wav
Ses01F_script01_1_F032,fru,309.04,312.7098,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.6697999999999524,Ses01,Ses01F,F,"You marry that girl, you are pronouncing him dead...",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F032.wav
Ses01F_script01_1_F033,fru,312.74,318.2648,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.524799999999971,Ses01,Ses01F,F,...and then what's that going to do to your father?  Do you know?  I don't.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav
Ses01F_script01_1_F034,neu,323.3348,326.075,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.7402000000000157,Ses01,Ses01F,F,Just give it some more thought.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav
Ses01F_script01_1_F035,ang,341.97,344.8052,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.835199999999986,Ses01,Ses01F,F,What the hell is this?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F035.wav
Ses01F_script01_1_F037,ang,356.4,359.87,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.4700000000000273,Ses01,Ses01F,F,You have a business here.  What the hell is this?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F037.wav
Ses01F_script01_1_F038,ang,361.81,364.61,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.8000000000000114,Ses01,Ses01F,F,Oh.  Must you be inspired?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F038.wav
Ses01F_script01_1_F039,fru,382.6,387.97,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.3700000000000045,Ses01,Ses01F,F,You mean to tell me that you would leave the business over this?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F039.wav
Ses01F_script01_1_F040,fru,389.54,392.9042,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3641999999999825,Ses01,Ses01F,F,Well you don't want to think like that.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,8,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F040.wav
Ses01F_script01_1_F041,ang,394.91,404.69,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.779999999999973,Ses01,Ses01F,F,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,30,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F041.wav
Ses01F_script01_1_F042,ang,406.39,409.46,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.069999999999993,Ses01,Ses01F,F,Just don't think like that.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F042.wav
Ses01F_script01_1_F043,fru,412.7875,416.2484,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.460899999999981,Ses01,Ses01F,F,"I don't understand you, do I?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F043.wav
Ses01F_script01_1_F044,fru,420.35,423.2141,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.864099999999951,Ses01,Ses01F,F,I can see that.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_F044.wav
Ses01F_script01_1_M000,neu,11.9892,15.1219,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.1327,Ses01,Ses01F,F,He saw it.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M000.wav
Ses01F_script01_1_M001,neu,19.0456,22.3962,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3506,Ses01,Ses01F,F,He was out here when it broke.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav
Ses01F_script01_1_M002,neu,24.8,35.9971,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,11.197100000000002,Ses01,Ses01F,F,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,25,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M002.wav
Ses01F_script01_1_M003,neu,38.66,40.53,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,1.8700000000000045,Ses01,Ses01F,F,I don't know.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M003.wav
Ses01F_script01_1_M004,neu,44.55,47.23,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6799999999999997,Ses01,Ses01F,F,I guess he is.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M004.wav
Ses01F_script01_1_M005,fru,51.43,59.55,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.119999999999997,Ses01,Ses01F,F,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,20,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M005.wav
Ses01F_script01_1_M007,neu,70.0764,78.8718,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.795399999999987,Ses01,Ses01F,F,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,25,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M007.wav
Ses01F_script01_1_M008,fru,81.4068,89.4307,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.023899999999998,Ses01,Ses01F,F,I don't want to argue but it's time he realized that nobody believes Larry is alive.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,16,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M008.wav
Ses01F_script01_1_M009,fru,89.7172,101.38,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,11.66279999999999,Ses01,Ses01F,F,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,36,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M009.wav
Ses01F_script01_1_M010,neu,102.1,104.72,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6200000000000045,Ses01,Ses01F,F,We've got to say it to him.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M010.wav
Ses01F_script01_1_M011,fru,108.1897,118.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.280299999999997,Ses01,Ses01F,F,"For God's sake, three years?  Nobody comes back after three years; that's insane.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M011.wav
Ses01F_script01_1_M012,neu,130.76,134.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.8300000000000125,Ses01,Ses01F,F,"Sit down, Mom.  I want to talk to you.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M012.wav
Ses01F_script01_1_M013,fru,141.05,149.75,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.699999999999989,Ses01,Ses01F,F,"All right, all right, all right.  You know why I asked Annie here, right?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M013.wav
Ses01F_script01_1_M014,neu,153.886,155.8699,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,1.9839000000000055,Ses01,Ses01F,F,You know.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,2,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M014.wav
Ses01F_script01_1_M015,neu,161.998,165.3487,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3507000000000176,Ses01,Ses01F,F,I'm going to ask her to marry me.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,8,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M015.wav
Ses01F_script01_1_M016,neu,169.7574,172.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.422600000000017,Ses01,Ses01F,F,You know it's not just my business.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M016.wav
Ses01F_script01_1_M017,neu,174.7833,177.72,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.936700000000002,Ses01,Ses01F,F,"So all right then, I'll just go ahead with it?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M017.wav
Ses01F_script01_1_M018,fru,179.28,181.9475,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6674999999999898,Ses01,Ses01F,F,Then it's not just my business.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M018.wav
Ses01F_script01_1_M019,ang,185.03,195.28,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.25,Ses01,Ses01F,F,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,33,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M019.wav
Ses01F_script01_1_M020,fru,197.6,199.7475,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.147500000000008,Ses01,Ses01F,F,She's not Larry's girl.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M020.wav
Ses01F_script01_1_M021,fru,224.7,236.05,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,11.350000000000023,Ses01,Ses01F,F,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,34,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M021.wav
Ses01F_script01_1_M022,fru,237.8,240.429,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6289999999999907,Ses01,Ses01F,F,To hell with that.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M022.wav
Ses01F_script01_1_M023,neu,245.2786,247.57,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.2913999999999817,Ses01,Ses01F,F,I wanted to get this settled first.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M023.wav
Ses01F_script01_1_M024,neu,251.2965,261.05,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.753500000000003,Ses01,Ses01F,F,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,23,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M024.wav
Ses01F_script01_1_M025,neu,262.65,267.2119,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.561900000000037,Ses01,Ses01F,F,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M025.wav
Ses01F_script01_1_M026,fru,269.73,274.6626,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.9325999999999794,Ses01,Ses01F,F,So what.  I'm not fast with women.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M026.wav
Ses01F_script01_1_M027,fru,276.24,278.3659,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.1259000000000015,Ses01,Ses01F,F,Because it is.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M027.wav
Ses01F_script01_1_M028,fru,281.57,283.89,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.319999999999993,Ses01,Ses01F,F,I don't know.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M028.wav
Ses01F_script01_1_M029,fru,285.96,296.03,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.069999999999993,Ses01,Ses01F,F,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,32,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M029.wav
Ses01F_script01_1_M030,fru,297.0,300.07,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.069999999999993,Ses01,Ses01F,F,"Mom, what do you want?  A diagram?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M030.wav
Ses01F_script01_1_M031,fru,318.2868,321.98,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.6931999999999903,Ses01,Ses01F,F,"All right, then, Mom. [BREATHING]",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M031.wav
Ses01F_script01_1_M032,fru,325.73,336.5389,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.808899999999994,Ses01,Ses01F,F,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,33,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M032.wav
Ses01F_script01_1_M033,fru,336.7373,342.3143,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.576999999999998,Ses01,Ses01F,F,"But if I can't do that here, I may have to go somewhere else.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M033.wav
Ses01F_script01_1_M034,neu,344.4966,350.15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.653399999999976,Ses01,Ses01F,F,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M034.wav
Ses01F_script01_1_M035,fru,352.1016,356.88,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.778399999999976,Ses01,Ses01F,F,"I've been a good son for too long, a good sucker.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M035.wav
Ses01F_script01_1_M036,fru,359.03,362.82,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.7900000000000205,Ses01,Ses01F,F,The business?  The business doesn't inspire me.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M036.wav
Ses01F_script01_1_M037,fru,363.87,373.5675,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.697499999999991,Ses01,Ses01F,F,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,30,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M037.wav
Ses01F_script01_1_M038,fru,373.5975,383.15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.552499999999952,Ses01,Ses01F,F,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,32,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M038.wav
Ses01F_script01_1_M039,neu,387.5,390.11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6100000000000136,Ses01,Ses01F,F,"On this, I would.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M039.wav
Ses01F_script01_1_M040,neu,392.31,395.69,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3799999999999955,Ses01,Ses01F,F,Then help me stay here.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01F_script01_1.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01F_script01_1/Ses01F_script01_1_M040.wav
